Time,Demand,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,cloud_cover,hour,dow,month,doy,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,is_holiday,demand_lag_24,demand_lag_48,demand_lag_72,demand_lag_168,demand_roll24_mean,demand_roll24_std,demand_roll168_mean,demand_roll168_std,temperature_2m_lag_24,relative_humidity_2m_lag_24,precipitation_lag_24,temp_squared,temp_hour_sin,temp_hour_cos,humidex_proxy
2026-06-06 18:00:00,392.492037,30.0,76,0.1,10.4,99,18,5,6,157,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.43167285247378384,-0.9020302369860707,0,387.9076471,378.8121818,362.1441071,302.965,435.755827875,52.28813342384853,418.8168553931547,53.19568242118131,31.4,70.0,0.1,900.0,-30.0,-5.510910596163089e-15,37.6
2026-06-06 19:00:00,418.4957407,28.8,83,0.0,9.7,94,19,5,6,157,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.43167285247378384,-0.9020302369860707,0,420.2766667,406.8425455,431.762,338.5757143,435.9468441208333,52.113820304300305,419.34975442291665,52.47166328012076,30.2,76.0,0.0,829.44,-27.818663797125172,7.453988498952585,37.1
2026-06-06 20:00:00,442.9588889,28.1,87,0.0,8.8,98,20,5,6,157,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.43167285247378384,-0.9020302369860707,0,453.802549,421.6032727,442.9076364,364.3460714,435.8726388708333,52.13836546630344,419.82546886577376,52.0959078917335,29.5,80.0,0.0,789.6100000000001,-24.335313846342725,14.050000000000004,36.800000000000004
2026-06-06 21:00:00,448.5201852,27.5,87,0.0,8.6,100,21,5,6,157,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.43167285247378384,-0.9020302369860707,0,479.67,426.3983636,463.0446429,377.82125,435.42081970000004,52.023090366377616,420.2934023032738,51.94744409964249,29.0,84.0,0.0,756.25,-19.44543648263006,19.44543648263005,36.2
2026-06-06 22:00:00,447.6461111,27.0,89,0.0,6.4,98,22,5,6,157,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.43167285247378384,-0.9020302369860707,0,628.9636,465.2534783,476.71452145,363.8261818,434.12291075,51.25402135443995,420.71422929851195,51.88764842859341,28.7,86.0,0.0,729.0,-13.500000000000012,23.382685902179837,35.9
2026-06-06 23:00:00,443.8657407,26.7,90,0.0,5.6,80,23,5,6,157,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.43167285247378384,-0.9020302369860707,0,473.4689796,470.2043478,490.3844,363.3744444,426.56801537916664,30.410643386945136,421.21315744910714,51.74014078404419,28.4,88.0,0.0,712.89,-6.9104685042373255,25.790219561918118,35.7
2026-06-07 00:00:00,428.93,26.8,89,0.0,6.7,99,0,6,6,158,0,0.0,1.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.4161246959914746,-0.9093075592922357,0,440.5367241,434.7893103,461.81,363.9575439,425.3345470916667,28.992924562520248,421.6922723080357,51.5737539630564,28.7,87.0,0.0,718.24,0.0,26.8,35.7
2026-06-07 01:00:00,419.11,26.4,91,0.0,4.9,100,1,6,6,158,0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.4161246959914746,-0.9093075592922357,0,428.9198276,430.0591379,442.4861207,351.2777193,424.85093358750004,28.82463502927684,422.07901311815476,51.38146982308033,28.1,89.0,0.0,696.9599999999999,6.8328227907065475,25.5004418140314,35.5
2026-06-07 02:00:00,407.12,26.2,92,0.0,4.7,99,2,6,6,158,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.4161246959914746,-0.9093075592922357,0,417.6487931,415.777069,423.1622414,341.185614,424.44219077083335,28.833979930494962,422.48277669375005,51.08744776551611,27.9,89.0,0.0,686.4399999999999,13.099999999999998,22.689865579152293,35.4
2026-06-07 03:00:00,397.86,26.1,93,0.0,3.7,100,3,6,6,158,0,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.4161246959914746,-0.9093075592922357,0,404.3737931,400.4472414,400.6913793,331.8594737,424.00349105833334,29.02132067172976,422.8752432770833,50.71103834696362,27.6,89.0,0.0,681.21,18.45548698896889,18.455486988968893,35.400000000000006
2026-06-07 04:00:00,387.21,26.1,92,0.0,4.9,100,4,6,6,158,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.4161246959914746,-0.9093075592922357,0,393.2248276,390.0612069,395.7882759,324.1791228,423.73208301249997,29.242495446172814,423.2681035526786,50.255320247895554,27.4,90.0,0.0,681.21,22.60326303877385,13.050000000000004,35.300000000000004
2026-06-07 05:00:00,378.28,26.2,92,0.0,4.5,98,5,6,6,158,0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.4161246959914746,-0.9093075592922357,0,390.0103448,376.0537931,389.4508621,318.0824561,423.4814651958333,29.539585754031396,423.64328734553567,49.74381357552637,27.2,90.0,0.0,686.4399999999999,25.30725664877359,6.781058981686043,35.4
2026-06-07 06:00:00,378.19,27.2,89,0.0,5.0,77,6,6,6,158,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.4161246959914746,-0.9093075592922357,0,382.615,376.9387931,382.8896552,314.4285965,422.9927008291666,30.20698673191333,424.0016060592262,49.19263223204514,27.9,89.0,8.0,739.8399999999999,27.2,1.6655196468404002e-15,36.1
